City,State,Housing type,Project,Units,Sq. ft. per unit,Neighborhood,Neighborhood median income,Total duration (years),Total duration low,Total duration high,Total duration 95% CI,Permitting duration (years),Permitting low,Permitting high,Permitting 95% CI,Rank (longest first)
Denver,CO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",2.14,1.97,2.31,1.97–2.31,0.48,0.4,0.57,0.4–0.57,22
Orlando,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",2.14,1.95,2.32,1.95–2.32,0.76,0.63,0.88,0.63–0.88,23
Spokane,WA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",2.12,1.1,3.14,1.1–3.14,0.49,0.31,0.67,0.31–0.67,24
Atlanta,GA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",2.1,1.76,2.44,1.76–2.44,1.41,0.9,1.92,0.9–1.92,25
Cleveland,OH,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",1.99,1.49,2.49,1.49–2.49,0.48,0.24,0.72,0.24–0.72,26
Kansas City,MO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",1.94,1.79,2.08,1.79–2.08,0.27,0.21,0.32,0.21–0.32,27
Cincinnati,OH,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",1.89,1.4,2.38,1.4–2.38,0.31,0.14,0.48,0.14–0.48,28
Tampa,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",1.88,1.27,2.5,1.27–2.5,0.47,0.27,0.66,0.27–0.66,29
Columbus,OH,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",1.78,1.68,1.88,1.68–1.88,0.32,0.29,0.35,0.29–0.35,30
Sioux Falls,SD,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",1.77,1.58,1.96,1.58–1.96,0.31,0.25,0.38,0.25–0.38,31
Fort Worth,TX,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",1.68,1.61,1.76,1.61–1.76,0.27,0.23,0.31,0.23–0.31,32
Indianapolis,IN,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",1.68,1.49,1.87,1.49–1.87,0.7,0.56,0.84,0.56–0.84,33
Grand Rapids,MI,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",1.51,1.31,1.72,1.31–1.72,0.28,0.18,0.38,0.18–0.38,34
Jacksonville,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",1.47,1.33,1.61,1.33–1.61,0.3,0.25,0.35,0.25–0.35,35
Reno,NV,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",1.46,1.37,1.55,1.37–1.55,0.12,0.09,0.14,0.09–0.14,36
Louisville,KY,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",1.31,1.18,1.45,1.18–1.45,0.31,0.26,0.35,0.26–0.35,37
Raleigh,NC,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$80,000",1.29,1.16,1.41,1.16–1.41,0.24,0.18,0.3,0.18–0.3,38
Oakland,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",5.35,4.74,5.96,4.74–5.96,1.01,0.77,1.24,0.77–1.24,1
San Francisco,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",5.02,4.39,5.65,4.39–5.65,1.77,1.3,2.24,1.3–2.24,2
New York,NY,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",4.4,4.13,4.66,4.13–4.66,1.45,1.26,1.63,1.26–1.63,3
Los Angeles,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",4.08,3.83,4.33,3.83–4.33,1.61,1.45,1.76,1.45–1.76,4
Tulsa,OK,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",3.28,2.59,3.98,2.59–3.98,0.94,0.63,1.26,0.63–1.26,5
Boston,MA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",3.05,2.63,3.46,2.63–3.46,1.43,1.12,1.73,1.12–1.73,6
Seattle,WA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.99,2.67,3.32,2.67–3.32,0.95,0.81,1.09,0.81–1.09,7
Houston,TX,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.78,2.64,2.93,2.64–2.93,0.64,0.57,0.72,0.57–0.72,8
Phoenix,AZ,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.74,2.54,2.94,2.54–2.94,1.22,1.06,1.38,1.06–1.38,9
Philadelphia,PA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.64,2.17,3.1,2.17–3.1,0.28,0.18,0.37,0.18–0.37,10
Portland,OR,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.63,2.4,2.86,2.4–2.86,0.9,0.78,1.02,0.78–1.02,11
Washington,DC,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.62,2.03,3.21,2.03–3.21,0.72,0.44,1,0.44–1,12
Durham,NC,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.56,2.29,2.84,2.29–2.84,0.35,0.3,0.41,0.3–0.41,13
Nashville,TN,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.47,2.12,2.81,2.12–2.81,0.54,0.39,0.7,0.39–0.7,14
Sacramento,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.39,2.1,2.67,2.1–2.67,0.87,0.68,1.06,0.68–1.06,15
Boulder,CO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.33,2.12,2.55,2.12–2.55,0.51,0.39,0.63,0.39–0.63,16
Boise,ID,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.33,1.92,2.74,1.92–2.74,0.69,0.45,0.93,0.45–0.93,17
Austin,TX,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.25,2.15,2.35,2.15–2.35,0.65,0.6,0.7,0.6–0.7,18
Denver,CO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.19,1.99,2.4,1.99–2.4,0.47,0.37,0.56,0.37–0.56,19
Orlando,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.16,1.93,2.38,1.93–2.38,0.75,0.6,0.9,0.6–0.9,20
Colorado Springs,CO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.15,1.96,2.34,1.96–2.34,0.63,0.53,0.74,0.53–0.74,21
Atlanta,GA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.11,1.75,2.47,1.75–2.47,1.46,0.92,2,0.92–2,22
San Diego,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.03,1.84,2.23,1.84–2.23,0.51,0.43,0.58,0.43–0.58,23
Honolulu,HI,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",1.92,1.74,2.1,1.74–2.1,0.74,0.66,0.82,0.66–0.82,24
Kansas City,MO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",1.91,1.76,2.07,1.76–2.07,0.31,0.23,0.39,0.23–0.39,25
Cincinnati,OH,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",1.89,1.38,2.4,1.38–2.4,0.32,0.13,0.51,0.13–0.51,26
Indianapolis,IN,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",1.84,1.62,2.06,1.62–2.06,0.9,0.7,1.1,0.7–1.1,27
Tampa,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",1.82,1.21,2.42,1.21–2.42,0.45,0.26,0.63,0.26–0.63,28
Sioux Falls,SD,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",1.76,1.56,1.95,1.56–1.95,0.24,0.17,0.31,0.17–0.31,29
Columbus,OH,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",1.69,1.59,1.79,1.59–1.79,0.31,0.28,0.34,0.28–0.34,30
Fort Worth,TX,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",1.6,1.53,1.67,1.53–1.67,0.24,0.2,0.27,0.2–0.27,31
Grand Rapids,MI,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",1.56,1.32,1.8,1.32–1.8,0.25,0.16,0.34,0.16–0.34,32
Anaheim,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",1.52,1.15,1.9,1.15–1.9,1.52,0.84,2.2,0.84–2.2,33
Reno,NV,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",1.45,1.37,1.54,1.37–1.54,0.09,0.07,0.11,0.07–0.11,34
Jacksonville,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",1.43,1.28,1.57,1.28–1.57,0.27,0.23,0.32,0.23–0.32,35
Raleigh,NC,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",1.34,1.2,1.48,1.2–1.48,0.24,0.18,0.3,0.18–0.3,36
Louisville,KY,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",1.25,1.12,1.38,1.12–1.38,0.28,0.24,0.32,0.24–0.32,37
Miami,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",4.99,4.11,5.88,4.11–5.88,1.91,1.32,2.51,1.32–2.51,1
Oakland,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",4.79,3.91,5.67,3.91–5.67,0.93,0.73,1.14,0.73–1.14,2
San Francisco,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",4.59,4.13,5.05,4.13–5.05,1.78,1.42,2.14,1.42–2.14,3
New York,NY,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",4.07,3.88,4.25,3.88–4.25,1.33,1.21,1.46,1.21–1.46,4
Los Angeles,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.92,3.75,4.09,3.75–4.09,1.42,1.33,1.51,1.33–1.51,5
Boston,MA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.25,2.95,3.56,2.95–3.56,1.53,1.29,1.77,1.29–1.77,6
Baton Rouge,LA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.05,2.18,3.91,2.18–3.91,0.76,0.51,1.01,0.51–1.01,7
Durham,NC,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.02,2.69,3.36,2.69–3.36,0.27,0.21,0.33,0.21–0.33,8
Seattle,WA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.98,2.76,3.21,2.76–3.21,0.94,0.84,1.03,0.84–1.03,9
Washington,DC,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.67,2.25,3.09,2.25–3.09,0.74,0.53,0.94,0.53–0.94,10
Honolulu,HI,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.67,2.14,3.2,2.14–3.2,0.93,0.76,1.11,0.76–1.11,11
Houston,TX,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.66,2.56,2.76,2.56–2.76,0.66,0.6,0.72,0.6–0.72,12
Sacramento,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.61,2.24,2.97,2.24–2.97,1.08,0.84,1.33,0.84–1.33,13
San Diego,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.56,2.28,2.85,2.28–2.85,0.84,0.71,0.97,0.71–0.97,14
Philadelphia,PA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.52,2.25,2.78,2.25–2.78,0.28,0.22,0.34,0.22–0.34,15
Tulsa,OK,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.47,2.09,2.86,2.09–2.86,0.75,0.6,0.9,0.6–0.9,16
Boulder,CO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.37,2.04,2.71,2.04–2.71,0.91,0.69,1.13,0.69–1.13,17
Spokane,WA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.33,1.82,2.84,1.82–2.84,0.38,0.28,0.48,0.28–0.48,18
Colorado Springs,CO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.33,2.08,2.57,2.08–2.57,0.8,0.62,0.97,0.62–0.97,19
Austin,TX,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.32,2.22,2.43,2.22–2.43,0.65,0.59,0.7,0.59–0.7,20
Phoenix,AZ,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.31,2.15,2.48,2.15–2.48,0.83,0.72,0.94,0.72–0.94,21
Portland,OR,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.31,2.13,2.48,2.13–2.48,0.85,0.75,0.95,0.75–0.95,22
Cincinnati,OH,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.16,1.72,2.6,1.72–2.6,0.41,0.23,0.59,0.23–0.59,23
Boise,ID,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.15,1.82,2.48,1.82–2.48,0.72,0.51,0.94,0.51–0.94,24
Anaheim,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.12,1.75,2.49,1.75–2.49,1.61,1.1,2.11,1.1–2.11,25
Denver,CO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.07,1.92,2.22,1.92–2.22,0.53,0.44,0.62,0.44–0.62,26
Atlanta,GA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.99,1.75,2.23,1.75–2.23,1.36,1,1.72,1–1.72,27
Nashville,TN,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.97,1.73,2.21,1.73–2.21,0.38,0.28,0.48,0.28–0.48,28
Kansas City,MO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.95,1.78,2.13,1.78–2.13,0.18,0.13,0.23,0.13–0.23,29
Cleveland,OH,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.93,1.67,2.19,1.67–2.19,0.54,0.4,0.67,0.4–0.67,30
Fort Worth,TX,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.8,1.7,1.89,1.7–1.89,0.32,0.27,0.37,0.27–0.37,31
Tampa,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.79,1.47,2.1,1.47–2.1,0.52,0.38,0.65,0.38–0.65,32
Columbus,OH,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.77,1.67,1.86,1.67–1.86,0.29,0.26,0.31,0.26–0.31,33
Orlando,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.76,1.62,1.9,1.62–1.9,0.54,0.46,0.62,0.46–0.62,34
Jacksonville,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.75,1.55,1.95,1.55–1.95,0.4,0.32,0.48,0.32–0.48,35
Sioux Falls,SD,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.73,1.48,1.98,1.48–1.98,0.37,0.29,0.45,0.29–0.45,36
Louisville,KY,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.62,1.44,1.8,1.44–1.8,0.38,0.32,0.43,0.32–0.43,37
Indianapolis,IN,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.44,1.3,1.58,1.3–1.58,0.42,0.34,0.5,0.34–0.5,38
Reno,NV,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.4,1.3,1.51,1.3–1.51,0.11,0.07,0.15,0.07–0.15,39
Grand Rapids,MI,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.31,1.17,1.45,1.17–1.45,0.32,0.24,0.41,0.24–0.41,40
Raleigh,NC,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.25,1.12,1.38,1.12–1.38,0.25,0.19,0.31,0.19–0.31,41
Miami,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",5.73,4.68,6.78,4.68–6.78,2,1.39,2.6,1.39–2.6,1
San Francisco,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",4.68,4.21,5.14,4.21–5.14,1.82,1.46,2.18,1.46–2.18,2
Oakland,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",4.57,4.01,5.13,4.01–5.13,0.83,0.7,0.96,0.7–0.96,3
New York,NY,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",4.21,4.03,4.39,4.03–4.39,1.35,1.22,1.47,1.22–1.47,4
Los Angeles,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",4.06,3.89,4.22,3.89–4.22,1.46,1.37,1.55,1.37–1.55,5
Boston,MA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",3.3,3.01,3.59,3.01–3.59,1.58,1.36,1.8,1.36–1.8,6
Baton Rouge,LA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.96,2.05,3.88,2.05–3.88,0.72,0.48,0.96,0.48–0.96,7
Seattle,WA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.95,2.77,3.13,2.77–3.13,0.95,0.87,1.03,0.87–1.03,8
Houston,TX,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.82,2.71,2.92,2.71–2.92,0.73,0.67,0.79,0.67–0.79,9
Durham,NC,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.78,2.43,3.13,2.43–3.13,0.26,0.2,0.32,0.2–0.32,10
Washington,DC,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.67,2.28,3.05,2.28–3.05,0.73,0.54,0.92,0.54–0.92,11
Philadelphia,PA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.58,2.3,2.87,2.3–2.87,0.28,0.22,0.34,0.22–0.34,12
Phoenix,AZ,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.46,2.27,2.65,2.27–2.65,0.96,0.83,1.09,0.83–1.09,13
Sacramento,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.46,2.14,2.77,2.14–2.77,0.93,0.73,1.14,0.73–1.14,14
Portland,OR,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.42,2.24,2.6,2.24–2.6,0.87,0.77,0.97,0.77–0.97,15
Tulsa,OK,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.41,1.96,2.86,1.96–2.86,0.93,0.66,1.19,0.66–1.19,16
Boulder,CO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.41,2.13,2.68,2.13–2.68,0.65,0.5,0.81,0.5–0.81,17
Austin,TX,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.34,2.22,2.45,2.22–2.45,0.65,0.59,0.7,0.59–0.7,18
San Diego,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.32,2.11,2.53,2.11–2.53,0.69,0.6,0.77,0.6–0.77,19
Spokane,WA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.29,1.64,2.94,1.64–2.94,0.32,0.21,0.43,0.21–0.43,20
Colorado Springs,CO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.24,2.04,2.44,2.04–2.44,0.71,0.59,0.84,0.59–0.84,21
Nashville,TN,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.2,1.9,2.51,1.9–2.51,0.42,0.29,0.54,0.29–0.54,22
Honolulu,HI,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.16,1.88,2.44,1.88–2.44,0.87,0.75,0.99,0.75–0.99,23
Boise,ID,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.16,1.79,2.52,1.79–2.52,0.72,0.48,0.96,0.48–0.96,24
Cincinnati,OH,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.16,1.7,2.62,1.7–2.62,0.43,0.23,0.63,0.23–0.63,25
Denver,CO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2.13,1.97,2.3,1.97–2.3,0.51,0.43,0.58,0.43–0.58,26
Atlanta,GA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2,1.76,2.25,1.76–2.25,1.42,1.05,1.79,1.05–1.79,27
Cleveland,OH,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",2,1.7,2.31,1.7–2.31,0.53,0.37,0.68,0.37–0.68,28
Kansas City,MO,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",1.92,1.75,2.1,1.75–2.1,0.21,0.15,0.27,0.15–0.27,29
Orlando,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",1.78,1.61,1.95,1.61–1.95,0.54,0.45,0.63,0.45–0.63,30
Anaheim,CA,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",1.72,1.53,1.91,1.53–1.91,1.28,1.02,1.53,1.02–1.53,31
Sioux Falls,SD,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",1.72,1.52,1.91,1.52–1.91,0.27,0.21,0.34,0.21–0.34,32
Tampa,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",1.72,1.45,1.98,1.45–1.98,0.49,0.39,0.6,0.39–0.6,33
Fort Worth,TX,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",1.69,1.61,1.78,1.61–1.78,0.27,0.23,0.32,0.23–0.32,34
Jacksonville,FL,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",1.69,1.5,1.87,1.5–1.87,0.36,0.29,0.43,0.29–0.43,35
Columbus,OH,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",1.66,1.58,1.74,1.58–1.74,0.27,0.25,0.3,0.25–0.3,36
Indianapolis,IN,Multifamily,"5 units, 1,500 sq. ft. each",5,1500,"City neighborhood (4,000/sq. mi.)","$80,000",1.6,1.43,1.77,1.43–1.77,0.56,0.44,0.67,0.44–0.67,37
